comment_id;updated;shortcode;created_at;comment_text;comment_likes;translation;tokens;positive;neutral;negative;sentiment
1,79123E+16;21.06.2021 15:02;CJyqdXXpB0v;22.01.2021 20:57;Hi;0;Hi;'hi';0;1;0;neutral
1,79062E+16;21.06.2021 15:02;CJ1Be8lJVGC;22.01.2021 17:05;🥺🥺🥺❤️❤️❤️;1;🥺🥺🥺❤️❤️❤️;'🥺', '🥺', '🥺', '❤', '️', '❤', '️', '❤', '️';0;1;0;neutral
1,78714E+16;21.06.2021 15:02;CJ1Be8lJVGC;22.01.2021 17:07;It is a great honor to be reposted here, I appreciate , we do it all from places of love , thank you @mini 🙏🏼;1;It is a great honor to be reposted here, I appreciate , we do it all from places of love , thank you @mini 🙏🏼;'great', 'honor', 'reposted', 'appreciate', 'place', 'love', 'thank', '@mini', '🙏', '🏼';1;0;0;positive
1,78484E+16;21.06.2021 15:02;CJ1Be8lJVGC;22.01.2021 17:08;Cool!;0;Cool!;'cool';1;0;0;positive
1,81566E+16;21.06.2021 15:02;CJ1Be8lJVGC;22.01.2021 17:08;😍😍😍😍;0;😍😍😍😍;'😍', '😍', '😍';1;0;0;positive
1,78576E+16;21.06.2021 15:02;CJ1Be8lJVGC;22.01.2021 17:12;Beautiful 😍;0;Beautiful 😍;'beautiful', '😍';1;0;0;positive
1,78576E+16;21.06.2021 15:02;CJ1Be8lJVGC;22.01.2021 17:12;Beautiful 😍;0;Beautiful 😍;'beautiful', '😍';1;0;0;positive
1,8156E+16;21.06.2021 15:02;CJ1Be8lJVGC;22.01.2021 17:16;🔝🔝🔝🔝🔝🔝🔝;0;🔝🔝🔝🔝🔝🔝🔝;'🔝', '🔝', '🔝';1;0;0;positive
1,79087E+16;21.06.2021 15:02;CJ1Be8lJVGC;22.01.2021 17:21;🖤🖤🖤🖤🖤🖤;1;🖤🖤🖤🖤🖤🖤;'🖤', '🖤', '🖤';1;0;0;positive
1,79671E+16;21.06.2021 15:02;CJ1Be8lJVGC;22.01.2021 17:52;@adidi09_f57 omg you got reposted!!!!!!😍♥️;3;@adidi09_f57 omg you got reposted!!!!!!😍♥️;'@adidi09_f57', 'omg', 'got', 'reposted', '😍', '♥', '️';1;0;0;positive
1,7858E+16;21.06.2021 15:02;CJ1Be8lJVGC;22.01.2021 17:52;One day you will be mine ❤️🤍 #dreamcar 💟☮️;0;One day you will be mine ❤️🤍 #dreamcar 💟☮️;'one', 'day', 'mine', '❤', '️', '\U0001f90d', 'dreamcar', '💟', '☮', '️';1;0;0;positive
1,78714E+16;21.06.2021 15:02;CJ1Be8lJVGC;22.01.2021 17:57;Ben o afete vuruldum 🤩;1;I was hit by that disaster 🤩;'hit', 'disaster', '🤩';0;0;1;negative
1,78874E+16;21.06.2021 15:02;CJ1Be8lJVGC;22.01.2021 18:14;🔥🔥🔥;0;🔥🔥🔥;'🔥', '🔥', '🔥';1;0;0;positive
1,79119E+16;21.06.2021 15:02;CJ1Be8lJVGC;22.01.2021 17:02;Un pedazo de leyenda de Rallyes;0;A piece of Rally legend;'piece', 'rally', 'legend';1;0;0;positive
1,78716E+16;21.06.2021 15:02;CJ1Be8lJVGC;22.01.2021 17:04;@francesco_fragale;0;@francesco_fragale;'@francesco_fragale';0;1;0;neutral
1,79087E+16;21.06.2021 15:03;CJ3tI6iJcw3;23.01.2021 18:02;🖤🖤;0;🖤🖤;'🖤', '🖤';1;0;0;positive
1,78865E+16;21.06.2021 15:03;CJ59XhbpvV9;24.01.2021 10:03;🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥❤️❤️;0;🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥❤️❤️;'🔥', '🔥', '🔥', '❤', '️', '❤', '️';1;0;0;positive
1,79056E+16;21.06.2021 15:03;CJ59XhbpvV9;24.01.2021 10:17;🔝🔝🔝🔝🔝🔝;0;🔝🔝🔝🔝🔝🔝;'🔝', '🔝', '🔝';1;0;0;positive
1,79664E+16;21.06.2021 15:03;CJ59XhbpvV9;24.01.2021 10:18;@laurajaneren @laura_r3345 @k8_dickinson suicide cave?;0;@laurajaneren @laura_r3345 @k8_dickinson suicide cave?;'@laurajaneren', '@laura_r3345', '@k8_dickinson', 'suicide', 'cave';0;0;1;negative
1,79056E+16;21.06.2021 15:03;CJ59XhbpvV9;24.01.2021 10:46;😍😍😍😍😍;0;😍😍😍😍😍;'😍', '😍', '😍';1;0;0;positive
1,78751E+16;21.06.2021 15:03;CJ59XhbpvV9;24.01.2021 10:57;❤️❤️;0;❤️❤️;'❤', '️', '❤', '️';1;0;0;positive
1,78592E+16;21.06.2021 15:03;CJ59XhbpvV9;24.01.2021 11:15;👍;0;👍;'👍';1;0;0;positive
1,78624E+16;21.06.2021 15:03;CJ59XhbpvV9;24.01.2021 11:21;😍😍😍;0;😍😍😍;'😍', '😍', '😍';1;0;0;positive
1,78782E+16;21.06.2021 15:03;CJ59XhbpvV9;24.01.2021 11:27;🌈☀️❤️;0;🌈☀️❤️;'🌈', '☀', '️', '❤', '️';1;0;0;positive
1,78566E+16;21.06.2021 15:03;CJ59XhbpvV9;24.01.2021 11:35;kapan ya bisa punya cooper🤔;0;when can i have cooper🤔;'cooper', '🤔';1;0;0;positive
1,79188E+16;21.06.2021 15:03;CJ59XhbpvV9;24.01.2021 11:48;@mini  Why i like Mini. Becasue it's mini in size. Everthing possible. Feels like a Family member..💖💝;1;@mini  Why i like Mini. Becasue it's mini in size. Everthing possible. Feels like a Family member..💖💝;'@mini', 'like', 'mini', 'becasue', 'mini', 'size', 'everthing', 'possible', 'feel', 'like', 'family', 'member', '💖', '💝';1;0;0;positive
1,7897E+16;21.06.2021 15:03;CJ59XhbpvV9;24.01.2021 10:00;❤️❤️❤️❤️❤️;179;❤️❤️❤️❤️❤️;'❤', '️', '❤', '️', '❤', '️', '❤', '️', '❤', '️';1;0;0;positive
1,78747E+16;21.06.2021 15:03;CJ59XhbpvV9;24.01.2021 10:02;😍😍;0;😍😍;'😍', '😍';1;0;0;positive
1,78811E+16;21.06.2021 15:03;CJ59XhbpvV9;24.01.2021 16:01;👍🏽❤️she was amazing.. such an inspiration;11;👍🏽❤️she was amazing.. such an inspiration;'👍', '🏽', '❤', '️', 'amazing', 'inspiration';1;0;0;positive
1,79774E+16;21.06.2021 15:04;CJ8NiO-JbzH;25.01.2021 10:05;Top❤️;1;Top❤️;'top', '❤', '️';1;0;0;positive
1,81453E+16;21.06.2021 15:04;CJ8NiO-JbzH;25.01.2021 11:02;イケメンさん降臨✨;2;Twink advent ✨;'twink', 'advent', '✨';1;0;0;positive
1,7964E+16;21.06.2021 15:04;CJ8NiO-JbzH;25.01.2021 11:25;Tengo un mini peper 2017 con 45000 km lleno de problemas, malísimo. No recomendable;1;I have a 2017 mini peper with 45,000 km full of problems, terrible. Not recommendable;'2017', 'mini', 'peper', '45000', 'km', 'full', 'problem', 'terrible', 'recommendable';0;0;1;negative
1,7868E+16;21.06.2021 15:04;CJ8NiO-JbzH;25.01.2021 12:04;❤️❤️❤️❤️🔥🔥🔥🔥;1;❤️❤️❤️❤️🔥🔥🔥🔥;'❤', '️', '❤', '️', '❤', '️', '❤', '️', '🔥', '🔥', '🔥';1;0;0;positive
1,79585E+16;21.06.2021 15:04;CJ8NiO-JbzH;25.01.2021 12:08;I think it was a MINI-holiday. 🚗;1;I think it was a MINI-holiday. 🚗;'think', 'mini-holiday', '🚗';1;0;0;positive
1,78734E+16;21.06.2021 15:04;CJ8NiO-JbzH;25.01.2021 12:08;❤️❤️❤️;1;❤️❤️❤️;'❤', '️', '❤', '️', '❤', '️';1;0;0;positive
1,7964E+16;21.06.2021 15:04;CJ8NiO-JbzH;25.01.2021 13:50;❤️❤️❤️❤️❤️😀🇧🇷👏🙏🏻;1;❤️❤️❤️❤️❤️😀🇧🇷👏🙏🏻;'❤', '️', '❤', '️', '❤', '️', '❤', '️', '❤', '️', '😀', '🇧', '🇷', '👏', '🙏', '🏻';1;0;0;positive
1,78795E+16;21.06.2021 15:04;CJ89rjSJ8_2;25.01.2021 18:01;"Cute! ;)";0;"Cute! ;)";'cute';1;0;0;positive
1,79227E+16;21.06.2021 15:04;CJ89rjSJ8_2;25.01.2021 18:02;Hey mini, I'm 15 years old, how can I work with you in the design team in the future?;0;Hey mini, I'm 15 years old, how can I work with you in the design team in the future?;"'hey', 'mini', ""i'm"", '15', 'year', 'old', 'work', 'design', 'team', 'future'";1;0;0;positive
1,7984E+16;21.06.2021 15:04;CJ89rjSJ8_2;25.01.2021 18:02;Fam @hediiiram;2;Fam @hediiiram;'fam', '@hediiiram';1;0;0;positive
1,78701E+16;21.06.2021 15:04;CJ89rjSJ8_2;25.01.2021 18:04;🐐 🐐 🐐;2;🐐 🐐 🐐;'🐐', '🐐', '🐐';0;1;0;neutral
1,79485E+16;21.06.2021 15:05;CJ_bjfGJXd1;26.01.2021 15:29;Amazing @rosco.f56 😍😍;1;Amazing @rosco.f56 😍😍;'amazing', '@roscof56', '😍', '😍';1;0;0;positive
1,78585E+16;21.06.2021 15:05;CJ_bjfGJXd1;26.01.2021 15:51;😀👏🙏🏻❤️🇧🇷👍🏻;1;😀👏🙏🏻❤️🇧🇷👍🏻;'😀', '👏', '🙏', '🏻', '❤', '️', '🇧', '🇷', '👍', '🏻';1;0;0;positive
1,8045E+16;21.06.2021 15:05;CJ_bjfGJXd1;26.01.2021 15:53;Yooo apnii mini;1;Yooo apnii mini;'yooo', 'apnii', 'mini';0;1;0;neutral
1,78748E+16;21.06.2021 15:05;CJ_bjfGJXd1;26.01.2021 15:59;Durf jij dit aan? @carmenvanviegen;1;Do you dare? @carmenvanviegen;'dare', '@carmenvanviegen';1;0;0;positive
1,79439E+16;21.06.2021 15:05;CJ_bjfGJXd1;26.01.2021 16:00;👌;1;👌;'👌';1;0;0;positive
1,78629E+16;21.06.2021 15:05;CJ_bjfGJXd1;26.01.2021 16:05;🖤🖤🖤;1;🖤🖤🖤;'🖤', '🖤', '🖤';1;0;0;positive
1,81775E+16;21.06.2021 15:05;CJ_bjfGJXd1;26.01.2021 16:11;Badgurl 😍;1;Badgurl 😍;'badgurl', '😍';1;0;0;positive
1,78566E+16;21.06.2021 15:05;CJ_bjfGJXd1;26.01.2021 16:11;@rosco.f56 🔥 💯;1;@rosco.f56 🔥 💯;'@roscof56', '🔥', '💯';1;0;0;positive
1,78531E+16;21.06.2021 15:05;CJ_bjfGJXd1;26.01.2021 16:14;También se meten al lodo mijo @padeal 😂💪;0;They also get into the mud millet @padeal 😂💪;'also', 'get', 'mud', 'millet', '@padeal', '😂', '💪';0;1;0;neutral
1,78537E+16;21.06.2021 15:05;CJ_bjfGJXd1;26.01.2021 16:50;🖤;1;🖤;'🖤';1;0;0;positive
1,78667E+16;21.06.2021 15:05;CJ_bjfGJXd1;26.01.2021 17:03;@rosco.f56 Jheezzzz;1;@rosco.f56 Jheezzzz;'@roscof56', 'jheezzzz';1;0;0;positive
1,7965E+16;21.06.2021 15:05;CJ_bjfGJXd1;26.01.2021 17:11;@stephangouw 🤭;0;@stephangouw 🤭;'@stephangouw', '🤭';0;1;0;neutral
1,78689E+16;21.06.2021 15:05;CJ_bjfGJXd1;26.01.2021 17:27;Sen benim olsan seni çamurlara sokmazdım asla 😍😍😍;2;If you were mine, I would never put you in the mud 😍😍😍;'mine', 'would', 'never', 'put', 'mud', '😍', '😍', '😍';1;0;0;positive
1,78592E+16;21.06.2021 15:05;CJ_bjfGJXd1;26.01.2021 14:01;😍🇹🇷;1;😍🇹🇷;'😍', '🇹', '🇷';1;0;0;positive
1,79232E+16;21.06.2021 15:05;CJ_bjfGJXd1;26.01.2021 14:19;Ваау💣;1;Wow;'wow';1;0;0;positive
1,79232E+16;21.06.2021 15:05;CJ_bjfGJXd1;26.01.2021 14:19;Ваау💣;1;Wow;'wow';1;0;0;positive
1,79232E+16;21.06.2021 15:05;CJ_bjfGJXd1;26.01.2021 14:19;Ваау💣;1;Wow;'wow';1;0;0;positive
1,79232E+16;21.06.2021 15:05;CJ_bjfGJXd1;26.01.2021 14:19;Ваау💣;1;Wow;'wow';0;1;0;neutral
1,81878E+16;21.06.2021 15:05;CJ_bjfGJXd1;26.01.2021 14:33;@daa_no;0;@daa_no;'@daa_no';0;1;0;neutral
1,79068E+16;21.06.2021 15:05;CJ_bjfGJXd1;26.01.2021 14:51;🔝🔝🔝🔝🔝;1;🔝🔝🔝🔝🔝;'🔝', '🔝', '🔝';1;0;0;positive
1,79834E+16;21.06.2021 15:05;CJ_bjfGJXd1;26.01.2021 14:54;@kimnd_;1;@kimnd_;'@kimnd_';0;1;0;neutral
1,79046E+16;21.06.2021 15:05;CJ_bjfGJXd1;26.01.2021 15:16;My mini and me @aalpiceo;0;My mini and me @aalpiceo;'mini', '@aalpiceo';1;0;0;positive
1,78547E+16;21.06.2021 15:05;CJ_bjfGJXd1;26.01.2021 15:27;👏🔥👏👏👏👏👏👏;1;👏🔥👏👏👏👏👏👏;'👏', '🔥', '👏', '👏', '👏';1;0;0;positive
1,79163E+16;21.06.2021 15:05;CKBQVogpHNm;27.01.2021 11:17;❤️👍;0;❤️👍;'❤', '️', '👍';1;0;0;positive
1,79192E+16;21.06.2021 15:05;CKBQVogpHNm;27.01.2021 12:01;👨🏻;0;👨🏻;'👨', '🏻';0;1;0;neutral
1,78801E+16;21.06.2021 15:05;CKBQVogpHNm;27.01.2021 13:15;I ❤️ MINI;0;I ❤️ MINI;'❤', '️', 'mini';1;0;0;positive
1,79511E+16;21.06.2021 15:05;CKBQVogpHNm;27.01.2021 13:16;❤️❤️❤️❤️;0;❤️❤️❤️❤️;'❤', '️', '❤', '️', '❤', '️', '❤', '️';1;0;0;positive
1,79048E+16;21.06.2021 15:05;CKBQVogpHNm;27.01.2021 13:26;So many stereotypes. You tried so hard to be inclusive and instead you just inserted a bunch of troupes and stereotypes. Oof. GG marketing department.;0;So many stereotypes. You tried so hard to be inclusive and instead you just inserted a bunch of troupes and stereotypes. Oof. GG marketing department.;'many', 'stereotype', 'tried', 'hard', 'inclusive', 'instead', 'inserted', 'bunch', 'troupe', 'stereotype', 'oof', 'gg', 'marketing', 'department';0;0;1;negative
1,81454E+16;21.06.2021 15:05;CKBQVogpHNm;27.01.2021 13:54;@ines.esme  new mini;0;@ines.esme  new mini;'@inesesme', 'new', 'mini';0;1;0;neutral
1,7945E+16;21.06.2021 15:05;CKBQVogpHNm;27.01.2021 14:10;Fanático por MINI'S 🚗😍;0;Fan for MINI'S 🚗😍;"'fan', ""mini's"", '🚗', '😍'";1;0;0;positive
1,79066E+16;21.06.2021 15:05;CKBQVogpHNm;27.01.2021 14:26;Wassup my mini people;0;Wassup my mini people;'wassup', 'mini', 'people';1;0;0;positive
1,78596E+16;21.06.2021 15:05;CKCHS20Jtk-;27.01.2021 07:47;🔥🔥;1;🔥🔥;'🔥', '🔥';1;0;0;positive
1,79521E+16;21.06.2021 15:05;CKCHS20Jtk-;27.01.2021 07:51;Perfection;0;Perfection;'perfection';1;0;0;positive
1,79037E+16;21.06.2021 15:05;CKCHS20Jtk-;27.01.2021 07:52;@mini Why there is a BMW X3 (or X1) at the starting of the video???😂😂😂😂;3;@mini Why there is a BMW X3 (or X1) at the starting of the video???😂😂😂😂;'@mini', 'bmw', 'x3', 'x1', 'starting', 'video', '😂', '😂', '😂';0;1;0;neutral
1,79024E+16;21.06.2021 15:05;CKCHS20Jtk-;27.01.2021 07:55;you are a car beyond legends💚;0;you are a car beyond legends💚;'car', 'beyond', 'legend', '💚';1;0;0;positive
1,80681E+16;21.06.2021 15:05;CKCHS20Jtk-;27.01.2021 08:06;👏👏👏👏👏;1;👏👏👏👏👏;'👏', '👏', '👏';1;0;0;positive
1,79728E+16;21.06.2021 15:05;CKCHS20Jtk-;27.01.2021 08:35;Nice ride.;0;Nice ride.;'nice', 'ride';1;0;0;positive
1,79069E+16;21.06.2021 15:05;CKCHS20Jtk-;27.01.2021 09:08;🙌🏻🙌🏻❤️❤️👀👀;3;🙌🏻🙌🏻❤️❤️👀👀;'🙌', '🏻', '🙌', '🏻', '❤', '️', '❤', '️', '👀', '👀';1;0;0;positive
1,81729E+16;21.06.2021 15:05;CKCHS20Jtk-;27.01.2021 09:09;❤️❤️❤️❤️❤️❤️❤️;0;❤️❤️❤️❤️❤️❤️❤️;'❤', '️', '❤', '️', '❤', '️', '❤', '️', '❤', '️', '❤', '️', '❤', '️';1;0;0;positive
1,78924E+16;21.06.2021 15:05;CKCHS20Jtk-;27.01.2021 07:22;me desbloqueia;178;unblock me;'unblock';0;1;0;neutral
1,78591E+16;21.06.2021 15:05;CKCHS20Jtk-;27.01.2021 07:23;is that a facelift that i spot;6;is that a facelift that i spot;'facelift', 'spot';0;1;0;neutral
1,79774E+16;21.06.2021 15:05;CKCHS20Jtk-;27.01.2021 07:23;🙌🙌🙌🙌🙌🙌🙌🙌;0;🙌🙌🙌🙌🙌🙌🙌🙌;'🙌', '🙌', '🙌';1;0;0;positive
1,81445E+16;21.06.2021 15:06;CKEQkGDp-Ut;27.01.2021 15:06;goatee;0;goatee;'goatee';0;1;0;neutral
1,78716E+16;21.06.2021 15:06;CKEQkGDp-Ut;27.01.2021 15:40;🤔;0;🤔;'🤔';0;1;0;neutral
1,78893E+16;21.06.2021 15:06;CKEQkGDp-Ut;27.01.2021 16:25;@carlosvillaser;0;@carlosvillaser;'@carlosvillaser';0;1;0;neutral
1,7866E+16;21.06.2021 15:06;CKEQkGDp-Ut;27.01.2021 16:35;👌🏽🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩👊🏽;0;👌🏽🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩👊🏽;'👌', '🏽', '🤩', '🤩', '🤩', '👊', '🏽';1;0;0;positive
1,80936E+16;21.06.2021 15:06;CKEQkGDp-Ut;27.01.2021 16:37;That grill... 🤨;1;That grill... 🤨;'grill', '🤨';0;0;1;negative
1,79721E+16;21.06.2021 15:06;CKEQkGDp-Ut;27.01.2021 17:05;O o o o o o o o orrenda ecciù!;0;O o o o o o o o orrenda ecciù!;'orrenda', 'ecciù';0;0;1;negative
1,78767E+16;21.06.2021 15:06;CKEQkGDp-Ut;27.01.2021 17:13;👏🙏🏻❤️🇧🇷;0;👏🙏🏻❤️🇧🇷;'👏', '🙏', '🏻', '❤', '️', '🇧', '🇷';1;0;0;positive
1,79187E+16;21.06.2021 15:06;CKEQkGDp-Ut;27.01.2021 17:18;I love mini but this it looks like the car is also in COVID with a 😷;0;I love mini but this it looks like the car is also in COVID with a 😷;'love', 'mini', 'look', 'like', 'car', 'also', 'covid', '😷';0;0;1;negative
1,79183E+16;21.06.2021 15:06;CKEQkGDp-Ut;27.01.2021 17:47;@jona7han_c5;0;@jona7han_c5;'@jona7han_c5';0;1;0;neutral
1,78898E+16;21.06.2021 15:06;CKEQkGDp-Ut;27.01.2021 18:08;I love Mini but this isn't great to look at! Maybe with time I will get used to it but to me the best looking model was the R56 which I own & will keep for as long as I can!;1;I love Mini but this isn't great to look at! Maybe with time I will get used to it but to me the best looking model was the R56 which I own & will keep for as long as I can!;'love', 'mini', 'great', 'look', 'maybe', 'time', 'get', 'used', 'best', 'looking', 'model', 'r56', 'keep', 'long';1;0;0;positive
1,78942E+16;21.06.2021 15:06;CKEQkGDp-Ut;27.01.2021 18:22;New generation?;0;New generation?;'new', 'generation';0;1;0;neutral
1,78954E+16;21.06.2021 15:06;CKEQkGDp-Ut;27.01.2021 18:22;R56 good;0;R56 good;'r56', 'good';1;0;0;positive
1,78736E+16;21.06.2021 15:06;CKEQkGDp-Ut;27.01.2021 19:31;Just give us back the cute proportioned looks of the R56 - this is HUGELY disappointing to long time MINI driver and fan.;5;Just give us back the cute proportioned looks of the R56 - this is HUGELY disappointing to long time MINI driver and fan.;'give', 'u', 'back', 'cute', 'proportioned', 'look', 'r56', '-', 'hugely', 'disappointing', 'long', 'time', 'mini', 'driver', 'fan';0;0;1;negative
1,8192E+16;21.06.2021 15:06;CKEQkGDp-Ut;27.01.2021 19:35;Also PLEASE give us back the circular air vents, not those new squared ones they're so odd;0;Also PLEASE give us back the circular air vents, not those new squared ones they're so odd;"'also', 'please', 'give', 'u', 'back', 'circular', 'air', 'vent', 'new', 'squared', 'one', ""they're"", 'odd'";0;0;1;negative
1,78462E+16;21.06.2021 15:06;CKEQkGDp-Ut;27.01.2021 19:42;What were the designers thinking! Omg horrible!😢;0;What were the designers thinking! Omg horrible!😢;'designer', 'thinking', 'omg', 'horrible', '😢';0;0;1;negative
1,81893E+16;21.06.2021 15:06;CKEy1trphKX;27.01.2021 12:32;顔が変😭;0;Face is strange 😭;'face', 'strange', '😭';0;0;1;negative
1,79262E+16;21.06.2021 15:06;CKEy1trphKX;27.01.2021 12:42;Why this? 🤢;0;Why this? 🤢;'🤢';0;0;1;negative
1,79094E+16;21.06.2021 15:06;CKEy1trphKX;27.01.2021 13:01;Noooooooo😭😭;0;Noooooooo😭😭;'noooooooo', '😭', '😭';0;0;1;negative
1,81872E+16;21.06.2021 15:06;CKEy1trphKX;27.01.2021 13:08;Missing r56 😓 these are not mini;5;Missing r56 😓 these are not mini;'missing', 'r56', '😓', 'mini';0;0;1;negative
1,79761E+16;21.06.2021 15:06;CKEy1trphKX;27.01.2021 13:12;Looks a cat fish;0;Looks a cat fish;'look', 'cat', 'fish';0;1;0;neutral
1,78568E+16;21.06.2021 15:06;CKEy1trphKX;27.01.2021 13:21;@kimpoelmans de nieuwe voorkant van de uwe!;0;@kimpoelmans the new front of yours!;'@kimpoelmans', 'new', 'front';1;0;0;positive
1,79003E+16;21.06.2021 15:06;CKEy1trphKX;27.01.2021 13:32;No no no!!! Who are your designers.. they need replacing!! This is now the third iteration of this design and it still doesn’t work. Stop trying to just change the bumpers and do a complete refresh.. plus where is the larger battery mini? Disappointing again Mini.🙄;0;No no no!!! Who are your designers.. they need replacing!! This is now the third iteration of this design and it still doesn’t work. Stop trying to just change the bumpers and do a complete refresh.. plus where is the larger battery mini? Disappointing again Mini.🙄;'designer', 'need', 'replacing', 'third', 'iteration', 'design', 'still', 'doesnt', 'work', 'stop', 'trying', 'change', 'bumper', 'complete', 'refresh', 'plus', 'larger', 'battery', 'mini', 'disappointing', 'mini', '🙄';0;0;1;negative
1,78703E+16;21.06.2021 15:06;CKEy1trphKX;27.01.2021 13:39;@hegelts valió;0;@hegelts was worth;'@hegelts', 'worth';0;1;0;neutral
1,79045E+16;21.06.2021 15:06;CKEy1trphKX;27.01.2021 13:40;👎;0;👎;'👎';0;0;1;negative
1,78872E+16;21.06.2021 15:06;CKEy1trphKX;27.01.2021 13:45;Can't believe I waited for the facelift to replace my current MINI with. This is not acceptable.;6;Can't believe I waited for the facelift to replace my current MINI with. This is not acceptable.;"""can't"", 'believe', 'waited', 'facelift', 'replace', 'current', 'mini', 'acceptable'";0;0;1;negative
1,78452E+16;21.06.2021 15:06;CKEy1trphKX;27.01.2021 14:25;Looks like I’ll be keeping my pre LCI for a while longer then 🤣;0;Looks like I’ll be keeping my pre LCI for a while longer then 🤣;'look', 'like', 'ill', 'keeping', 'pre', 'lci', 'longer', '🤣';0;0;1;negative
1,81357E+16;21.06.2021 15:06;CKEy1trphKX;27.01.2021 15:02;Nope, not appealing. After looking at the last generation I knew this was going to be a terrible design.;0;Nope, not appealing. After looking at the last generation I knew this was going to be a terrible design.;'nope', 'appealing', 'looking', 'last', 'generation', 'knew', 'going', 'terrible', 'design';0;0;1;negative
1,78796E+16;21.06.2021 15:06;CKEy1trphKX;27.01.2021 10:42;I think it needs the spot lamps defo now to break the grill up as it looks a bit bulky;1;I think it needs the spot lamps defo now to break the grill up as it looks a bit bulky;'think', 'need', 'spot', 'lamp', 'defo', 'break', 'grill', 'look', 'bit', 'bulky';0;0;1;negative
1,78759E+16;21.06.2021 15:06;CKEy1trphKX;27.01.2021 11:02;Nice, but where are the front fog lights?;0;Nice, but where are the front fog lights?;'nice', 'front', 'fog', 'light';1;0;0;positive
1,80743E+16;21.06.2021 15:06;CKEy1trphKX;27.01.2021 11:09;Noooo 😭😭;0;Noooo 😭😭;'noooo', '😭', '😭';0;0;1;negative
1,81278E+16;21.06.2021 15:06;CKEy1trphKX;27.01.2021 11:11;😮😢😢😢;0;😮😢😢😢;'😮', '😢', '😢', '😢';0;0;1;negative
1,79387E+16;21.06.2021 15:06;CKEy1trphKX;27.01.2021 11:23;🔥❤️love;0;🔥❤️love;'🔥', '❤', '️', 'love';1;0;0;positive
1,81355E+16;21.06.2021 15:06;CKEy1trphKX;27.01.2021 11:43;"Check zeker @maats.cc van op de achtergrond als je in #amsterdam bent ;)";1;"Be sure to check @maats.cc in the background when you're in #amsterdam ;)";'sure', 'check', '@maatscc', 'background', 'amsterdam';1;0;0;positive
1,7923E+16;21.06.2021 15:06;CKEy1trphKX;27.01.2021 11:56;👎🏻;0;👎🏻;'👎', '🏻';0;0;1;negative
1,78937E+16;21.06.2021 15:06;CKEy1trphKX;27.01.2021 12:00;For him, for her, but not for me. Can someone replace the designer of these?;1;For him, for her, but not for me. Can someone replace the designer of these?;'someone', 'replace', 'designer';0;0;1;negative
1,80603E+16;21.06.2021 15:06;CKEy1trphKX;27.01.2021 12:10;#웅이아버지;0;#woongi father;'woongi', 'father';0;1;0;neutral
