,comment_id,updated,shortcode,created_at,comment_text,comment_likes,translation,tokens
13,17906230636647888,2021-06-21 15:02:20.391,CJ1Be8lJVGC,2021-01-22 17:05:05.000,🥺🥺🥺❤️❤️❤️,1,🥺🥺🥺❤️❤️❤️,"'🥺', '🥺', '🥺', '❤', '️', '❤', '️', '❤', '️'"
14,17871445727210695,2021-06-21 15:02:20.391,CJ1Be8lJVGC,2021-01-22 17:07:06.000,"It is a great honor to be reposted here, I appreciate , we do it all from places of love , thank you @mini 🙏🏼",1,"It is a great honor to be reposted here, I appreciate , we do it all from places of love , thank you @mini 🙏🏼","'great', 'honor', 'reposted', 'appreciate', 'place', 'love', 'thank', '@mini', '🙏', '🏼'"
15,17848392272502630,2021-06-21 15:02:20.391,CJ1Be8lJVGC,2021-01-22 17:08:06.000,Cool!,0,Cool!,'cool'
16,18156616390101049,2021-06-21 15:02:20.391,CJ1Be8lJVGC,2021-01-22 17:08:27.000,😍😍😍😍,0,😍😍😍😍,"'😍', '😍', '😍'"
17,17857572572467890,2021-06-21 15:02:20.391,CJ1Be8lJVGC,2021-01-22 17:12:15.000,Beautiful 😍,0,Beautiful 😍,"'beautiful', '😍'"
18,17857572572467890,2021-06-21 15:02:20.391,CJ1Be8lJVGC,2021-01-22 17:12:15.000,Beautiful 😍,0,Beautiful 😍,"'beautiful', '😍'"
19,18156006598109104,2021-06-21 15:02:20.391,CJ1Be8lJVGC,2021-01-22 17:16:52.000,🔝🔝🔝🔝🔝🔝🔝,0,🔝🔝🔝🔝🔝🔝🔝,"'🔝', '🔝', '🔝'"
20,17908651264619495,2021-06-21 15:02:20.391,CJ1Be8lJVGC,2021-01-22 17:21:02.000,🖤🖤🖤🖤🖤🖤,1,🖤🖤🖤🖤🖤🖤,"'🖤', '🖤', '🖤'"
21,17967111454368899,2021-06-21 15:02:20.391,CJ1Be8lJVGC,2021-01-22 17:52:21.000,@adidi09_f57 omg you got reposted!!!!!!😍♥️,3,@adidi09_f57 omg you got reposted!!!!!!😍♥️,"'@adidi09_f57', 'omg', 'got', 'reposted', '😍', '♥', '️'"
22,17858045786424575,2021-06-21 15:02:20.391,CJ1Be8lJVGC,2021-01-22 17:52:39.000,One day you will be mine ❤️🤍 #dreamcar 💟☮️,0,One day you will be mine ❤️🤍 #dreamcar 💟☮️,"'one', 'day', 'mine', '❤', '️', '\U0001f90d', 'dreamcar', '💟', '☮', '️'"
23,17871353426216017,2021-06-21 15:02:20.391,CJ1Be8lJVGC,2021-01-22 17:57:29.000,Ben o afete vuruldum 🤩,1,I was hit by that disaster 🤩,"'hit', 'disaster', '🤩'"
24,17887364584943238,2021-06-21 15:02:20.391,CJ1Be8lJVGC,2021-01-22 18:14:30.000,🔥🔥🔥,0,🔥🔥🔥,"'🔥', '🔥', '🔥'"
25,17911852906605093,2021-06-21 15:02:25.291,CJ1Be8lJVGC,2021-01-22 17:02:15.000,Un pedazo de leyenda de Rallyes,0,A piece of Rally legend,"'piece', 'rally', 'legend'"
26,17871630659205422,2021-06-21 15:02:25.291,CJ1Be8lJVGC,2021-01-22 17:04:12.000,@francesco_fragale,0,@francesco_fragale,'@francesco_fragale'
27,17908667086620967,2021-06-21 15:03:05.097,CJ3tI6iJcw3,2021-01-23 18:02:25.000,🖤🖤,0,🖤🖤,"'🖤', '🖤'"
28,17886486310980183,2021-06-21 15:03:31.704,CJ59XhbpvV9,2021-01-24 10:03:03.000,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥❤️❤️,0,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥❤️❤️,"'🔥', '🔥', '🔥', '❤', '️', '❤', '️'"
29,17905617913656789,2021-06-21 15:03:31.704,CJ59XhbpvV9,2021-01-24 10:17:07.000,🔝🔝🔝🔝🔝🔝,0,🔝🔝🔝🔝🔝🔝,"'🔝', '🔝', '🔝'"
30,17966377735359745,2021-06-21 15:03:31.704,CJ59XhbpvV9,2021-01-24 10:18:24.000,@laurajaneren @laura_r3345 @k8_dickinson suicide cave?,0,@laurajaneren @laura_r3345 @k8_dickinson suicide cave?,"'@laurajaneren', '@laura_r3345', '@k8_dickinson', 'suicide', 'cave'"
31,17905630957656529,2021-06-21 15:03:31.704,CJ59XhbpvV9,2021-01-24 10:46:04.000,😍😍😍😍😍,0,😍😍😍😍😍,"'😍', '😍', '😍'"
32,17875051352175809,2021-06-21 15:03:31.704,CJ59XhbpvV9,2021-01-24 10:57:49.000,❤️❤️,0,❤️❤️,"'❤', '️', '❤', '️'"
33,17859192458419495,2021-06-21 15:03:31.704,CJ59XhbpvV9,2021-01-24 11:15:25.000,👍,0,👍,'👍'
34,17862373652365127,2021-06-21 15:03:31.704,CJ59XhbpvV9,2021-01-24 11:21:43.000,😍😍😍,0,😍😍😍,"'😍', '😍', '😍'"
35,17878166348112843,2021-06-21 15:03:31.704,CJ59XhbpvV9,2021-01-24 11:27:15.000,🌈☀️❤️,0,🌈☀️❤️,"'🌈', '☀', '️', '❤', '️'"
36,17856614921412690,2021-06-21 15:03:31.704,CJ59XhbpvV9,2021-01-24 11:35:34.000,kapan ya bisa punya cooper🤔,0,when can i have cooper🤔,"'cooper', '🤔'"
37,17918750422548697,2021-06-21 15:03:31.704,CJ59XhbpvV9,2021-01-24 11:48:38.000,@mini  Why i like Mini. Becasue it's mini in size. Everthing possible. Feels like a Family member..💖💝,1,@mini  Why i like Mini. Becasue it's mini in size. Everthing possible. Feels like a Family member..💖💝,"'@mini', 'like', 'mini', 'becasue', 'mini', 'size', 'everthing', 'possible', 'feel', 'like', 'family', 'member', '💖', '💝'"
38,17897019721790473,2021-06-21 15:03:39.750,CJ59XhbpvV9,2021-01-24 10:00:48.000,❤️❤️❤️❤️❤️,179,❤️❤️❤️❤️❤️,"'❤', '️', '❤', '️', '❤', '️', '❤', '️', '❤', '️'"
39,17874660575121444,2021-06-21 15:03:39.750,CJ59XhbpvV9,2021-01-24 10:02:54.000,😍😍,0,😍😍,"'😍', '😍'"
40,17881084436009990,2021-06-21 15:03:58.676,CJ59XhbpvV9,2021-01-24 16:01:19.000,👍🏽❤️she was amazing.. such an inspiration,11,👍🏽❤️she was amazing.. such an inspiration,"'👍', '🏽', '❤', '️', 'amazing', 'inspiration'"
41,17977421806345072,2021-06-21 15:04:15.073,CJ8NiO-JbzH,2021-01-25 10:05:32.000,Top❤️,1,Top❤️,"'top', '❤', '️'"
42,18145278652191429,2021-06-21 15:04:15.073,CJ8NiO-JbzH,2021-01-25 11:02:13.000,イケメンさん降臨✨,2,Twink advent ✨,"'twink', 'advent', '✨'"
43,17964048790373037,2021-06-21 15:04:15.073,CJ8NiO-JbzH,2021-01-25 11:25:47.000,"Tengo un mini peper 2017 con 45000 km lleno de problemas, malísimo. No recomendable",1,"I have a 2017 mini peper with 45,000 km full of problems, terrible. Not recommendable","'2017', 'mini', 'peper', '45000', 'km', 'full', 'problem', 'terrible', 'recommendable'"
44,17867961323246963,2021-06-21 15:04:15.073,CJ8NiO-JbzH,2021-01-25 12:04:16.000,❤️❤️❤️❤️🔥🔥🔥🔥,1,❤️❤️❤️❤️🔥🔥🔥🔥,"'❤', '️', '❤', '️', '❤', '️', '❤', '️', '🔥', '🔥', '🔥'"
45,17958489790391828,2021-06-21 15:04:15.073,CJ8NiO-JbzH,2021-01-25 12:08:23.000,I think it was a MINI-holiday. 🚗,1,I think it was a MINI-holiday. 🚗,"'think', 'mini-holiday', '🚗'"
46,17873395535152010,2021-06-21 15:04:15.073,CJ8NiO-JbzH,2021-01-25 12:08:58.000,❤️❤️❤️,1,❤️❤️❤️,"'❤', '️', '❤', '️', '❤', '️'"
47,17964021850372425,2021-06-21 15:04:15.073,CJ8NiO-JbzH,2021-01-25 13:50:22.000,❤️❤️❤️❤️❤️😀🇧🇷👏🙏🏻,1,❤️❤️❤️❤️❤️😀🇧🇷👏🙏🏻,"'❤', '️', '❤', '️', '❤', '️', '❤', '️', '❤', '️', '😀', '🇧', '🇷', '👏', '🙏', '🏻'"
48,17879538461100476,2021-06-21 15:04:39.952,CJ89rjSJ8_2,2021-01-25 18:01:35.000,Cute! ;),0,Cute! ;),'cute'
49,17922690229496548,2021-06-21 15:04:39.952,CJ89rjSJ8_2,2021-01-25 18:02:03.000,"Hey mini, I'm 15 years old, how can I work with you in the design team in the future?",0,"Hey mini, I'm 15 years old, how can I work with you in the design team in the future?","'hey', 'mini', ""i'm"", '15', 'year', 'old', 'work', 'design', 'team', 'future'"
50,17983950697328521,2021-06-21 15:04:39.952,CJ89rjSJ8_2,2021-01-25 18:02:55.000,Fam @hediiiram,2,Fam @hediiiram,"'fam', '@hediiiram'"
51,17870110133284017,2021-06-21 15:04:39.952,CJ89rjSJ8_2,2021-01-25 18:04:10.000,🐐 🐐 🐐,2,🐐 🐐 🐐,"'🐐', '🐐', '🐐'"
52,17948470462414977,2021-06-21 15:05:06.390,CJ_bjfGJXd1,2021-01-26 15:29:43.000,Amazing @rosco.f56 😍😍,1,Amazing @rosco.f56 😍😍,"'amazing', '@roscof56', '😍', '😍'"
53,17858529179434341,2021-06-21 15:05:06.390,CJ_bjfGJXd1,2021-01-26 15:51:17.000,😀👏🙏🏻❤️🇧🇷👍🏻,1,😀👏🙏🏻❤️🇧🇷👍🏻,"'😀', '👏', '🙏', '🏻', '❤', '️', '🇧', '🇷', '👍', '🏻'"
54,18044960128304136,2021-06-21 15:05:06.390,CJ_bjfGJXd1,2021-01-26 15:53:21.000,Yooo apnii mini,1,Yooo apnii mini,"'yooo', 'apnii', 'mini'"
55,17874807584114321,2021-06-21 15:05:06.390,CJ_bjfGJXd1,2021-01-26 15:59:46.000,Durf jij dit aan? @carmenvanviegen,1,Do you dare? @carmenvanviegen,"'dare', '@carmenvanviegen'"
56,17943930826429268,2021-06-21 15:05:06.390,CJ_bjfGJXd1,2021-01-26 16:00:04.000,👌,1,👌,'👌'
57,17862878273342564,2021-06-21 15:05:06.390,CJ_bjfGJXd1,2021-01-26 16:05:42.000,🖤🖤🖤,1,🖤🖤🖤,"'🖤', '🖤', '🖤'"
58,18177491959070156,2021-06-21 15:05:06.390,CJ_bjfGJXd1,2021-01-26 16:11:00.000,Badgurl 😍,1,Badgurl 😍,"'badgurl', '😍'"
59,17856631796418872,2021-06-21 15:05:06.390,CJ_bjfGJXd1,2021-01-26 16:11:57.000,@rosco.f56 🔥 💯,1,@rosco.f56 🔥 💯,"'@roscof56', '🔥', '💯'"
60,17853140471481407,2021-06-21 15:05:06.390,CJ_bjfGJXd1,2021-01-26 16:14:33.000,También se meten al lodo mijo @padeal 😂💪,0,They also get into the mud millet @padeal 😂💪,"'also', 'get', 'mud', 'millet', '@padeal', '😂', '💪'"
61,17853734027475256,2021-06-21 15:05:06.390,CJ_bjfGJXd1,2021-01-26 16:50:06.000,🖤,1,🖤,'🖤'
62,17866687484270949,2021-06-21 15:05:06.390,CJ_bjfGJXd1,2021-01-26 17:03:31.000,@rosco.f56 Jheezzzz,1,@rosco.f56 Jheezzzz,"'@roscof56', 'jheezzzz'"
63,17965038550372867,2021-06-21 15:05:06.390,CJ_bjfGJXd1,2021-01-26 17:11:03.000,@stephangouw 🤭,0,@stephangouw 🤭,"'@stephangouw', '🤭'"
64,17868880988314485,2021-06-21 15:05:06.390,CJ_bjfGJXd1,2021-01-26 17:27:46.000,Sen benim olsan seni çamurlara sokmazdım asla 😍😍😍,2,"If you were mine, I would never put you in the mud 😍😍😍","'mine', 'would', 'never', 'put', 'mud', '😍', '😍', '😍'"
65,17859166883415156,2021-06-21 15:05:17.036,CJ_bjfGJXd1,2021-01-26 14:01:46.000,😍🇹🇷,1,😍🇹🇷,"'😍', '🇹', '🇷'"
66,17923186162516151,2021-06-21 15:05:17.036,CJ_bjfGJXd1,2021-01-26 14:19:21.000,Ваау💣,1,Wow,'wow'
67,17923186162516151,2021-06-21 15:05:17.036,CJ_bjfGJXd1,2021-01-26 14:19:21.000,Ваау💣,1,Wow,'wow'
68,17923186162516151,2021-06-21 15:05:17.036,CJ_bjfGJXd1,2021-01-26 14:19:21.000,Ваау💣,1,Wow,'wow'
69,17923186162516151,2021-06-21 15:05:17.036,CJ_bjfGJXd1,2021-01-26 14:19:21.000,Ваау💣,1,Wow,'wow'
70,18187834537053472,2021-06-21 15:05:17.036,CJ_bjfGJXd1,2021-01-26 14:33:29.000,@daa_no,0,@daa_no,'@daa_no'
71,17906750722641170,2021-06-21 15:05:17.036,CJ_bjfGJXd1,2021-01-26 14:51:29.000,🔝🔝🔝🔝🔝,1,🔝🔝🔝🔝🔝,"'🔝', '🔝', '🔝'"
72,17983442533329955,2021-06-21 15:05:17.036,CJ_bjfGJXd1,2021-01-26 14:54:29.000,@kimnd_,1,@kimnd_,'@kimnd_'
73,17904624139719096,2021-06-21 15:05:17.036,CJ_bjfGJXd1,2021-01-26 15:16:01.000,My mini and me @aalpiceo,0,My mini and me @aalpiceo,"'mini', '@aalpiceo'"
74,17854654970460609,2021-06-21 15:05:17.036,CJ_bjfGJXd1,2021-01-26 15:27:37.000,👏🔥👏👏👏👏👏👏,1,👏🔥👏👏👏👏👏👏,"'👏', '🔥', '👏', '👏', '👏'"
75,17916268480535916,2021-06-21 15:05:36.244,CKBQVogpHNm,2021-01-27 11:17:21.000,❤️👍,0,❤️👍,"'❤', '️', '👍'"
76,17919207799546811,2021-06-21 15:05:36.244,CKBQVogpHNm,2021-01-27 12:01:23.000,👨🏻,0,👨🏻,"'👨', '🏻'"
77,17880133796091444,2021-06-21 15:05:36.244,CKBQVogpHNm,2021-01-27 13:15:29.000,I ❤️ MINI,0,I ❤️ MINI,"'❤', '️', 'mini'"
78,17951083045409057,2021-06-21 15:05:36.244,CKBQVogpHNm,2021-01-27 13:16:56.000,❤️❤️❤️❤️,0,❤️❤️❤️❤️,"'❤', '️', '❤', '️', '❤', '️', '❤', '️'"
79,17904830911648267,2021-06-21 15:05:36.244,CKBQVogpHNm,2021-01-27 13:26:12.000,So many stereotypes. You tried so hard to be inclusive and instead you just inserted a bunch of troupes and stereotypes. Oof. GG marketing department.,0,So many stereotypes. You tried so hard to be inclusive and instead you just inserted a bunch of troupes and stereotypes. Oof. GG marketing department.,"'many', 'stereotype', 'tried', 'hard', 'inclusive', 'instead', 'inserted', 'bunch', 'troupe', 'stereotype', 'oof', 'gg', 'marketing', 'department'"
80,18145417018126784,2021-06-21 15:05:36.244,CKBQVogpHNm,2021-01-27 13:54:55.000,@ines.esme  new mini,0,@ines.esme  new mini,"'@inesesme', 'new', 'mini'"
81,17945032168426695,2021-06-21 15:05:36.244,CKBQVogpHNm,2021-01-27 14:10:34.000,Fanático por MINI'S 🚗😍,0,Fan for MINI'S 🚗😍,"'fan', ""mini's"", '🚗', '😍'"
82,17906568745635290,2021-06-21 15:05:36.244,CKBQVogpHNm,2021-01-27 14:26:57.000,Wassup my mini people,0,Wassup my mini people,"'wassup', 'mini', 'people'"
83,17859601589340996,2021-06-21 15:05:42.508,CKCHS20Jtk-,2021-01-27 07:47:11.000,🔥🔥,1,🔥🔥,"'🔥', '🔥'"
84,17952144697405047,2021-06-21 15:05:42.508,CKCHS20Jtk-,2021-01-27 07:51:51.000,Perfection,0,Perfection,'perfection'
85,17903749537686098,2021-06-21 15:05:42.508,CKCHS20Jtk-,2021-01-27 07:52:53.000,@mini Why there is a BMW X3 (or X1) at the starting of the video???😂😂😂😂,3,@mini Why there is a BMW X3 (or X1) at the starting of the video???😂😂😂😂,"'@mini', 'bmw', 'x3', 'x1', 'starting', 'video', '😂', '😂', '😂'"
86,17902438555697899,2021-06-21 15:05:42.508,CKCHS20Jtk-,2021-01-27 07:55:26.000,you are a car beyond legends💚,0,you are a car beyond legends💚,"'car', 'beyond', 'legend', '💚'"
87,18068113030260977,2021-06-21 15:05:42.508,CKCHS20Jtk-,2021-01-27 08:06:32.000,👏👏👏👏👏,1,👏👏👏👏👏,"'👏', '👏', '👏'"
88,17972813461347015,2021-06-21 15:05:42.508,CKCHS20Jtk-,2021-01-27 08:35:09.000,Nice ride.,0,Nice ride.,"'nice', 'ride'"
89,17906891821636164,2021-06-21 15:05:42.508,CKCHS20Jtk-,2021-01-27 09:08:22.000,🙌🏻🙌🏻❤️❤️👀👀,3,🙌🏻🙌🏻❤️❤️👀👀,"'🙌', '🏻', '🙌', '🏻', '❤', '️', '❤', '️', '👀', '👀'"
90,18172856203076187,2021-06-21 15:05:42.508,CKCHS20Jtk-,2021-01-27 09:09:15.000,❤️❤️❤️❤️❤️❤️❤️,0,❤️❤️❤️❤️❤️❤️❤️,"'❤', '️', '❤', '️', '❤', '️', '❤', '️', '❤', '️', '❤', '️', '❤', '️'"
91,17892384472891548,2021-06-21 15:05:57.014,CKCHS20Jtk-,2021-01-27 07:22:59.000,me desbloqueia,178,unblock me,'unblock'
92,17859117377374959,2021-06-21 15:05:57.014,CKCHS20Jtk-,2021-01-27 07:23:16.000,is that a facelift that i spot,6,is that a facelift that i spot,"'facelift', 'spot'"
93,17977407091346231,2021-06-21 15:05:57.014,CKCHS20Jtk-,2021-01-27 07:23:34.000,🙌🙌🙌🙌🙌🙌🙌🙌,0,🙌🙌🙌🙌🙌🙌🙌🙌,"'🙌', '🙌', '🙌'"
94,18144518596186493,2021-06-21 15:06:34.759,CKEQkGDp-Ut,2021-01-27 15:06:52.000,goatee,0,goatee,'goatee'
95,17871580334183399,2021-06-21 15:06:34.759,CKEQkGDp-Ut,2021-01-27 15:40:19.000,🤔,0,🤔,'🤔'
96,17889280021933920,2021-06-21 15:06:34.759,CKEQkGDp-Ut,2021-01-27 16:25:16.000,@carlosvillaser,0,@carlosvillaser,'@carlosvillaser'
97,17865952826292131,2021-06-21 15:06:34.759,CKEQkGDp-Ut,2021-01-27 16:35:07.000,👌🏽🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩👊🏽,0,👌🏽🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩👊🏽,"'👌', '🏽', '🤩', '🤩', '🤩', '👊', '🏽'"
98,18093562183228824,2021-06-21 15:06:34.759,CKEQkGDp-Ut,2021-01-27 16:37:19.000,That grill... 🤨,1,That grill... 🤨,"'grill', '🤨'"
99,17972118349361532,2021-06-21 15:06:34.759,CKEQkGDp-Ut,2021-01-27 17:05:44.000,O o o o o o o o orrenda ecciù!,0,O o o o o o o o orrenda ecciù!,"'orrenda', 'ecciù'"
100,17876710160141801,2021-06-21 15:06:34.759,CKEQkGDp-Ut,2021-01-27 17:13:32.000,👏🙏🏻❤️🇧🇷,0,👏🙏🏻❤️🇧🇷,"'👏', '🙏', '🏻', '❤', '️', '🇧', '🇷'"
101,17918731012524764,2021-06-21 15:06:34.759,CKEQkGDp-Ut,2021-01-27 17:18:45.000,I love mini but this it looks like the car is also in COVID with a 😷,0,I love mini but this it looks like the car is also in COVID with a 😷,"'love', 'mini', 'look', 'like', 'car', 'also', 'covid', '😷'"
102,17918259796554851,2021-06-21 15:06:34.759,CKEQkGDp-Ut,2021-01-27 17:47:31.000,@jona7han_c5,0,@jona7han_c5,'@jona7han_c5'
103,17889752260927612,2021-06-21 15:06:34.759,CKEQkGDp-Ut,2021-01-27 18:08:21.000,I love Mini but this isn't great to look at! Maybe with time I will get used to it but to me the best looking model was the R56 which I own & will keep for as long as I can!,1,I love Mini but this isn't great to look at! Maybe with time I will get used to it but to me the best looking model was the R56 which I own & will keep for as long as I can!,"'love', 'mini', 'great', 'look', 'maybe', 'time', 'get', 'used', 'best', 'looking', 'model', 'r56', 'keep', 'long'"
104,17894240539850460,2021-06-21 15:06:34.759,CKEQkGDp-Ut,2021-01-27 18:22:43.000,New generation?,0,New generation?,"'new', 'generation'"
105,17895445009831677,2021-06-21 15:06:34.759,CKEQkGDp-Ut,2021-01-27 18:22:46.000,R56 good,0,R56 good,"'r56', 'good'"
106,17873594591189697,2021-06-21 15:06:34.759,CKEQkGDp-Ut,2021-01-27 19:31:44.000,Just give us back the cute proportioned looks of the R56 - this is HUGELY disappointing to long time MINI driver and fan.,5,Just give us back the cute proportioned looks of the R56 - this is HUGELY disappointing to long time MINI driver and fan.,"'give', 'u', 'back', 'cute', 'proportioned', 'look', 'r56', '-', 'hugely', 'disappointing', 'long', 'time', 'mini', 'driver', 'fan'"
107,18192010642024067,2021-06-21 15:06:34.759,CKEQkGDp-Ut,2021-01-27 19:35:56.000,"Also PLEASE give us back the circular air vents, not those new squared ones they're so odd",0,"Also PLEASE give us back the circular air vents, not those new squared ones they're so odd","'also', 'please', 'give', 'u', 'back', 'circular', 'air', 'vent', 'new', 'squared', 'one', ""they're"", 'odd'"
108,17846184212513815,2021-06-21 15:06:34.759,CKEQkGDp-Ut,2021-01-27 19:42:53.000,What were the designers thinking! Omg horrible!😢,0,What were the designers thinking! Omg horrible!😢,"'designer', 'thinking', 'omg', 'horrible', '😢'"
109,18189279973056732,2021-06-21 15:06:46.761,CKEy1trphKX,2021-01-27 12:32:24.000,顔が変😭,0,Face is strange 😭,"'face', 'strange', '😭'"
110,17926236268501214,2021-06-21 15:06:46.761,CKEy1trphKX,2021-01-27 12:42:08.000,Why this? 🤢,0,Why this? 🤢,'🤢'
111,17909416438620645,2021-06-21 15:06:46.761,CKEy1trphKX,2021-01-27 13:01:12.000,Noooooooo😭😭,0,Noooooooo😭😭,"'noooooooo', '😭', '😭'"
112,18187204102014434,2021-06-21 15:06:46.761,CKEy1trphKX,2021-01-27 13:08:26.000,Missing r56 😓 these are not mini,5,Missing r56 😓 these are not mini,"'missing', 'r56', '😓', 'mini'"
113,17976053326348383,2021-06-21 15:06:46.761,CKEy1trphKX,2021-01-27 13:12:28.000,Looks a cat fish,0,Looks a cat fish,"'look', 'cat', 'fish'"
114,17856788351405964,2021-06-21 15:06:46.761,CKEy1trphKX,2021-01-27 13:21:21.000,@kimpoelmans de nieuwe voorkant van de uwe!,0,@kimpoelmans the new front of yours!,"'@kimpoelmans', 'new', 'front'"
115,17900266711738432,2021-06-21 15:06:46.761,CKEy1trphKX,2021-01-27 13:32:51.000,No no no!!! Who are your designers.. they need replacing!! This is now the third iteration of this design and it still doesn’t work. Stop trying to just change the bumpers and do a complete refresh.. plus where is the larger battery mini? Disappointing again Mini.🙄,0,No no no!!! Who are your designers.. they need replacing!! This is now the third iteration of this design and it still doesn’t work. Stop trying to just change the bumpers and do a complete refresh.. plus where is the larger battery mini? Disappointing again Mini.🙄,"'designer', 'need', 'replacing', 'third', 'iteration', 'design', 'still', 'doesnt', 'work', 'stop', 'trying', 'change', 'bumper', 'complete', 'refresh', 'plus', 'larger', 'battery', 'mini', 'disappointing', 'mini', '🙄'"
116,17870322698287814,2021-06-21 15:06:46.761,CKEy1trphKX,2021-01-27 13:39:05.000,@hegelts valió,0,@hegelts was worth,"'@hegelts', 'worth'"
117,17904513043672761,2021-06-21 15:06:46.761,CKEy1trphKX,2021-01-27 13:40:46.000,👎,0,👎,'👎'
118,17887163104955390,2021-06-21 15:06:46.761,CKEy1trphKX,2021-01-27 13:45:22.000,Can't believe I waited for the facelift to replace my current MINI with. This is not acceptable.,6,Can't believe I waited for the facelift to replace my current MINI with. This is not acceptable.,"""can't"", 'believe', 'waited', 'facelift', 'replace', 'current', 'mini', 'acceptable'"
119,17845200263517157,2021-06-21 15:06:46.761,CKEy1trphKX,2021-01-27 14:25:21.000,Looks like I’ll be keeping my pre LCI for a while longer then 🤣,0,Looks like I’ll be keeping my pre LCI for a while longer then 🤣,"'look', 'like', 'ill', 'keeping', 'pre', 'lci', 'longer', '🤣'"
120,18135737044145490,2021-06-21 15:06:46.761,CKEy1trphKX,2021-01-27 15:02:59.000,"Nope, not appealing. After looking at the last generation I knew this was going to be a terrible design.",0,"Nope, not appealing. After looking at the last generation I knew this was going to be a terrible design.","'nope', 'appealing', 'looking', 'last', 'generation', 'knew', 'going', 'terrible', 'design'"
121,17879559686097643,2021-06-21 15:06:52.172,CKEy1trphKX,2021-01-27 10:42:53.000,I think it needs the spot lamps defo now to break the grill up as it looks a bit bulky,1,I think it needs the spot lamps defo now to break the grill up as it looks a bit bulky,"'think', 'need', 'spot', 'lamp', 'defo', 'break', 'grill', 'look', 'bit', 'bulky'"
122,17875898825146069,2021-06-21 15:06:52.172,CKEy1trphKX,2021-01-27 11:02:54.000,"Nice, but where are the front fog lights?",0,"Nice, but where are the front fog lights?","'nice', 'front', 'fog', 'light'"
123,18074298889247101,2021-06-21 15:06:52.172,CKEy1trphKX,2021-01-27 11:09:08.000,Noooo 😭😭,0,Noooo 😭😭,"'noooo', '😭', '😭'"
124,18127782748163010,2021-06-21 15:06:52.172,CKEy1trphKX,2021-01-27 11:11:29.000,😮😢😢😢,0,😮😢😢😢,"'😮', '😢', '😢', '😢'"
125,17938735870445812,2021-06-21 15:06:52.172,CKEy1trphKX,2021-01-27 11:23:17.000,🔥❤️love,0,🔥❤️love,"'🔥', '❤', '️', 'love'"
126,18135494143156517,2021-06-21 15:06:52.172,CKEy1trphKX,2021-01-27 11:43:17.000,Check zeker @maats.cc van op de achtergrond als je in #amsterdam bent ;),1,Be sure to check @maats.cc in the background when you're in #amsterdam ;),"'sure', 'check', '@maatscc', 'background', 'amsterdam'"
